student_id,topic_id,quiz_score,time_spent_minutes,error_count,attempts,days_since_activity
82,115,58.5,11.0,1,1,91
82,114,48.0,4.2,1,1,37
82,109,56.1,5.5,1,1,33
82,126,93.1,11.8,1,1,12
82,121,72.4,7.0,2,2,1
82,113,65.8,13.2,2,1,1
82,122,44.3,5.7,1,1,28
82,112,66.4,11.4,1,1,20
82,100,58.6,15.7,1,1,25
82,107,63.4,8.4,1,1,27
82,129,50.6,9.1,1,1,0
83,125,100.0,10.8,0,1,7
83,117,88.8,12.4,0,1,60
83,102,91.7,14.6,0,1,6
83,115,84.0,12.8,0,1,10
83,114,79.8,3.9,0,1,14
83,112,93.1,21.4,0,1,27
83,122,88.0,9.5,0,1,13
83,128,74.8,8.7,0,1,6
83,108,100.0,10.1,0,1,2
83,123,86.9,10.3,0,1,30
83,118,98.2,12.0,0,1,4
83,119,78.3,14.5,0,1,68
83,100,86.1,10.1,1,2,3
83,129,100.0,10.5,0,2,24
83,101,94.0,6.0,0,1,21
83,127,87.5,12.2,0,1,8
83,109,91.8,11.9,0,1,57
83,103,84.5,10.1,0,1,1
83,110,94.7,12.4,1,2,16
84,111,63.4,18.0,2,2,2
84,118,49.7,6.9,2,2,22
84,110,48.7,23.1,1,2,31
84,107,79.1,4.2,4,2,15
84,115,74.8,25.1,0,3,14
84,104,77.0,14.6,2,2,0
84,103,54.5,12.8,1,1,84
84,122,79.1,24.5,1,2,37
84,127,59.9,47.0,1,2,17
84,106,74.6,4.3,2,3,66
84,128,60.5,29.4,0,1,1
84,120,19.1,15.0,2,2,4
84,124,72.4,42.1,1,1,1
84,101,79.1,17.4,2,3,29
84,102,71.9,17.7,2,2,17
84,109,55.9,11.0,0,1,20
84,117,35.3,15.8,3,2,7
84,123,58.2,22.6,3,2,38
84,100,19.0,26.1,0,1,14
84,105,84.6,5.4,1,3,2
84,114,35.6,18.4,0,2,25
84,113,50.1,13.1,4,2,4
84,108,22.4,27.0,0,1,5
84,116,68.9,15.4,4,3,11
84,129,35.4,35.0,2,1,8
85,100,82.1,36.8,1,2,6
85,117,86.6,18.6,0,1,24
85,113,85.2,35.2,0,2,33
85,120,67.9,38.5,0,1,54
85,103,76.5,43.1,0,2,80
85,104,66.5,19.7,1,2,32
85,105,85.4,34.9,0,2,19
85,119,68.1,27.4,1,2,18
85,116,67.9,33.9,0,1,1
85,115,87.6,31.0,1,2,21
85,121,74.1,31.6,1,2,58
85,102,77.7,19.5,0,2,25
85,127,91.8,33.3,0,1,18
85,110,77.2,29.9,1,2,13
85,123,65.1,39.1,0,1,15
85,124,63.0,35.7,1,2,4
85,126,62.2,46.5,0,2,24
85,101,82.1,41.1,1,2,27
85,129,70.6,16.4,1,1,21
85,108,82.1,29.3,1,2,14
85,118,74.8,47.9,0,1,7
85,112,82.5,29.4,1,2,4
85,107,78.9,34.6,1,3,80
85,106,82.3,44.7,1,2,1
85,111,79.5,46.1,0,1,16
85,122,73.7,37.2,1,2,83
86,109,52.9,30.8,2,2,1
86,112,72.9,15.4,2,2,3
86,103,59.1,25.9,0,1,0
86,117,43.8,4.8,1,1,27
86,110,17.3,14.2,1,2,3
86,101,80.9,26.0,0,2,15
86,113,72.7,42.6,0,1,0
86,102,54.5,24.5,2,2,34
86,120,70.5,15.4,1,1,27
86,107,81.7,16.3,1,1,4
87,107,95.2,6.1,0,1,0
87,129,99.7,5.7,0,1,3
87,102,86.5,13.6,0,1,26
87,106,89.5,15.6,0,1,104
87,115,91.3,12.0,0,1,72
87,121,85.7,5.6,0,1,8
87,124,92.8,14.2,0,2,88
87,118,79.6,9.2,0,1,26
87,100,100.0,14.0,0,2,42
87,108,96.4,4.6,0,1,23
87,103,86.5,7.3,0,1,16
87,127,81.5,13.6,0,1,51
87,117,91.4,8.4,0,1,48
87,101,89.2,21.4,0,1,0
87,109,74.0,7.5,0,1,55
87,126,91.1,12.5,0,1,43
87,125,89.1,9.7,0,1,0
87,111,73.9,8.3,0,1,15
87,105,84.0,15.1,0,1,40
87,116,100.0,9.7,0,1,10
87,119,74.2,13.2,0,1,41
87,128,84.9,14.4,0,2,7
87,120,82.2,8.5,0,1,30
87,114,100.0,13.7,0,1,16
87,122,94.4,5.4,0,1,16
87,123,97.9,17.5,0,1,0
88,106,36.7,28.9,3,2,25
88,110,44.2,31.6,4,2,33
88,115,51.2,29.7,6,3,24
88,107,40.6,35.2,2,2,6
88,116,21.1,34.6,2,2,7
88,119,42.5,25.3,3,2,8
88,121,32.7,36.7,1,1,18
88,117,47.0,16.4,3,2,12
88,128,46.0,18.5,3,2,8
88,125,41.1,27.9,5,2,4
89,104,60.4,1.0,2,2,18
89,117,60.1,8.6,1,2,8
89,128,60.5,5.4,1,1,55
89,125,61.6,26.1,2,2,5
89,120,63.9,30.1,3,2,21
89,100,56.0,16.8,3,2,32
89,127,58.4,4.3,1,2,27
89,122,97.0,28.1,2,2,59
89,123,100.0,26.0,0,1,54
89,109,58.9,3.7,2,2,7
89,105,68.8,11.9,1,2,41
89,111,49.4,29.3,2,1,67
89,118,45.2,1.0,1,2,7
89,112,48.2,13.9,3,3,7
89,121,69.9,14.9,1,1,7
89,119,79.9,15.4,2,2,70
89,116,37.3,9.9,1,1,52
89,106,32.9,12.0,1,1,13
89,129,51.4,3.9,2,2,28
89,126,54.8,29.3,0,1,21
89,102,61.5,24.7,2,2,32
89,113,76.6,29.6,1,2,6
90,111,56.4,11.0,1,1,40
90,124,62.9,10.1,0,1,12
90,121,47.3,15.8,1,1,48
90,106,51.7,28.3,0,3,86
90,105,42.9,19.5,2,1,4
90,122,57.5,33.9,2,2,65
90,118,32.6,11.9,4,3,4
90,102,40.5,27.1,0,1,0
90,109,99.1,37.0,1,1,48
90,107,61.6,19.6,3,2,41
90,114,71.1,11.0,1,2,29
90,119,67.6,18.7,0,2,13
90,127,54.6,3.6,1,1,20
90,112,62.9,28.3,1,2,48
90,101,74.6,29.9,0,2,48
90,110,53.5,1.0,4,3,0
90,116,37.8,28.3,0,1,9
91,106,74.0,10.9,1,1,31
91,118,60.7,7.3,1,1,10
91,102,78.5,12.0,1,1,6
91,100,70.5,15.8,1,1,10
91,109,62.6,7.2,1,1,2
91,123,68.3,6.6,1,1,34
91,124,67.9,8.9,1,1,20
91,104,88.2,8.3,2,1,7
91,121,69.9,8.1,1,1,1
91,113,57.0,7.0,2,1,43
91,117,71.0,7.2,1,1,15
91,110,74.1,8.6,2,1,9
91,125,56.4,9.5,1,1,24
91,127,35.7,8.2,1,1,4
91,112,66.1,12.0,1,1,15
91,128,73.4,6.4,1,1,38
91,122,79.7,6.8,1,2,16
91,120,84.0,5.3,1,1,2
91,119,67.4,4.1,1,1,6
91,101,50.0,11.1,1,1,40
91,108,50.7,9.6,1,1,22
91,114,51.1,10.8,1,1,66
92,123,85.5,23.2,1,1,11
92,122,75.4,12.4,5,3,3
92,101,43.1,7.8,1,1,4
92,114,69.9,30.9,1,2,1
92,112,66.0,16.5,2,2,12
92,117,37.4,20.2,1,1,43
92,119,79.5,32.0,2,2,3
92,103,25.3,31.4,1,1,1
92,124,35.1,8.8,3,3,36
92,118,57.5,28.9,0,2,18
92,120,79.3,16.5,1,1,10
92,107,30.8,15.7,4,4,1
92,111,39.8,35.7,3,2,13
92,100,85.1,9.5,2,2,3
92,110,66.4,11.7,0,2,7
92,129,76.6,14.3,1,1,10
93,115,82.6,22.7,1,1,77
93,107,65.6,13.3,1,1,17
93,112,69.4,14.5,2,1,65
93,124,65.8,11.2,0,2,5
93,125,36.9,10.8,1,2,26
93,108,77.8,14.8,2,2,50
93,103,66.3,27.9,0,1,6
93,127,69.9,22.9,0,1,19
93,116,63.2,14.5,1,1,21
93,123,60.1,19.1,1,1,4
93,122,41.1,17.6,3,2,20
94,108,47.2,7.3,1,1,18
94,117,59.3,8.1,1,1,3
94,109,73.1,7.0,1,1,66
94,103,87.2,6.3,1,1,27
94,105,65.1,9.7,1,1,22
94,101,71.8,6.5,1,1,24
94,115,68.9,9.9,2,1,33
94,112,66.3,10.8,1,1,57
94,127,61.1,4.4,2,1,49
94,122,78.3,1.0,2,1,34
94,121,65.3,10.3,1,1,7
94,126,90.1,4.3,1,1,58
94,120,79.8,8.1,1,1,40
94,125,57.4,4.2,1,1,9
94,129,66.2,8.7,1,1,11
94,104,93.7,4.8,1,1,3
94,106,58.4,8.7,2,2,27
95,128,47.4,20.5,1,2,2
95,104,51.5,25.4,0,1,17
95,114,32.8,17.1,1,1,4
95,127,91.0,14.5,0,1,3
95,121,56.8,19.6,1,1,36
95,115,57.1,10.2,3,2,46
95,102,65.8,1.0,0,2,12
95,116,35.3,13.5,0,2,67
95,126,47.3,26.1,0,2,4
95,107,78.3,20.0,1,1,13
95,122,46.9,3.0,1,1,18
96,110,55.1,28.6,1,2,35
96,116,46.5,42.0,6,3,57
96,126,40.5,37.8,4,2,20
96,122,45.3,25.4,4,2,2
96,127,46.1,24.7,3,2,15
96,125,50.8,21.7,1,1,10
96,128,38.1,23.9,7,3,37
96,115,69.3,26.1,2,3,1
96,100,42.5,27.5,1,1,21
96,105,39.2,37.4,3,3,3
96,123,42.5,28.4,3,2,51
96,106,39.8,17.1,8,4,13
96,104,39.1,19.9,4,2,0
96,102,13.7,36.2,8,4,4
96,118,56.4,28.4,1,1,30
97,125,66.4,26.1,4,3,52
97,123,45.2,33.4,3,3,18
97,112,36.5,21.3,5,3,6
97,117,35.1,40.4,3,2,30
97,105,55.6,37.4,4,3,1
97,103,65.1,34.9,4,2,19
97,106,58.9,39.8,3,2,35
97,109,73.4,22.1,5,4,62
97,128,40.6,28.0,3,2,17
97,122,44.9,23.7,3,2,0
97,116,55.3,30.2,1,1,5
97,115,55.5,38.4,6,4,4
97,113,24.5,31.4,3,2,10
97,110,45.6,21.1,3,3,39
97,120,67.2,36.5,4,3,18
98,118,47.5,18.2,3,2,6
98,129,57.6,25.9,3,2,1
98,124,43.3,9.4,1,1,10
98,126,31.7,13.0,1,2,8
98,106,53.9,10.8,2,2,32
98,105,55.1,22.7,0,1,22
98,125,51.6,4.8,2,1,12
98,123,54.3,39.3,1,2,12
98,114,68.6,35.0,0,1,31
98,116,62.1,3.9,0,1,53
98,104,49.8,22.0,1,1,26
98,112,51.5,40.1,2,2,1
98,107,41.7,29.7,1,1,2
98,108,65.1,18.6,1,1,22
98,117,66.5,26.2,0,1,27
98,120,72.6,32.2,1,1,1
98,113,66.6,15.0,1,1,14
98,121,48.7,10.3,0,2,6
98,122,37.0,30.0,1,1,0
98,127,48.1,14.0,1,2,28
98,109,82.0,13.7,0,1,15
98,100,66.1,3.7,3,2,1
98,119,66.0,24.4,2,3,71
98,102,29.3,35.6,1,3,14
98,115,53.5,30.2,0,1,50
98,101,66.2,22.5,1,1,22
98,103,43.2,19.1,1,1,20
98,128,53.9,12.5,0,1,34
98,110,54.0,4.2,1,2,5
99,116,82.4,37.0,1,2,0
99,106,64.7,20.5,1,1,19
99,103,88.1,28.9,1,2,19
99,121,95.2,42.1,1,2,12
99,119,76.5,33.8,0,1,5
99,102,89.2,39.9,0,3,29
99,115,65.8,24.2,1,1,3
99,127,77.8,27.9,1,1,3
99,126,92.2,38.6,0,1,36
99,124,76.7,30.0,1,1,40
99,114,84.5,29.3,0,2,19
99,108,57.2,20.9,2,2,11
99,105,68.8,37.0,1,3,15
99,109,77.0,30.4,0,2,24
99,111,65.5,43.0,1,2,30
100,111,87.4,10.0,0,1,27
100,113,77.5,16.3,0,1,15
100,110,95.3,9.0,0,2,45
100,108,96.3,13.8,0,1,8
100,129,81.6,15.9,0,1,21
100,101,89.8,12.4,0,1,61
100,116,89.5,7.9,0,2,20
100,121,91.7,11.7,0,1,22
100,106,88.7,5.3,0,1,11
100,118,78.8,16.0,0,1,14
100,120,100.0,14.2,0,1,3
100,124,90.1,14.0,0,1,16
100,104,93.6,4.6,0,1,7
100,102,87.6,17.0,0,1,4
100,127,94.4,13.9,0,1,3
100,123,78.0,15.5,0,1,93
100,119,83.4,20.3,0,1,27
100,107,97.7,11.0,0,1,3
100,105,80.6,7.1,0,2,49
100,103,73.7,7.5,0,1,63
100,125,80.6,10.1,0,2,17
100,100,92.1,11.1,0,1,17
100,115,100.0,15.6,0,1,34
100,128,91.6,6.5,0,1,35
100,112,92.0,15.4,0,1,73
100,117,94.5,16.1,0,1,2
100,109,87.8,12.3,0,1,17
100,114,91.0,11.8,1,2,12
100,122,93.8,13.2,0,2,5
100,126,87.2,12.2,0,1,3
101,128,70.8,25.4,1,1,8
101,104,55.9,14.9,1,2,44
101,109,83.0,13.5,1,2,38
101,115,77.1,15.6,1,1,34
101,105,63.8,19.1,3,2,16
101,123,69.0,8.1,2,3,33
101,129,71.3,13.9,2,2,10
101,127,68.8,1.5,4,3,34
101,101,25.3,10.1,8,3,2
101,111,80.7,23.2,1,1,3
101,112,35.8,5.3,2,2,29
101,107,59.7,6.7,1,1,9
101,114,49.9,7.2,3,2,16
101,118,54.1,36.6,1,1,0
101,108,81.9,21.0,1,1,2
101,125,58.2,4.8,3,2,21
101,121,54.0,15.7,0,1,37
101,106,52.9,3.6,3,2,22
101,122,57.5,1.0,2,2,14
101,110,98.7,9.8,0,1,39
101,103,60.5,5.8,1,1,61
101,116,70.4,13.9,0,1,3
101,126,60.9,20.0,2,2,59
101,119,45.4,14.1,1,3,4
101,100,62.0,15.0,1,2,31
101,120,76.3,36.1,2,3,10
101,117,60.9,19.5,1,1,0
102,119,55.5,42.9,2,2,9
102,108,42.0,29.8,2,2,11
102,110,28.8,33.5,2,3,17
102,125,34.0,32.5,3,2,81
102,102,69.9,28.6,3,3,13
102,126,65.0,12.7,2,3,5
102,109,34.3,20.1,0,2,40
102,105,40.9,17.1,4,4,81
102,124,34.9,27.3,7,3,62
103,105,40.2,11.4,1,1,5
103,116,44.3,17.1,1,1,12
103,109,48.5,9.5,1,1,17
103,115,61.1,30.7,0,3,51
103,101,64.5,13.4,0,2,2
103,123,70.3,9.3,0,1,1
103,118,50.3,4.7,3,2,6
103,104,53.9,22.3,1,2,32
103,125,54.1,20.5,2,2,9
103,103,73.3,18.0,2,3,26
103,128,100.0,19.9,1,2,54
103,121,36.8,22.3,1,1,58
103,113,86.9,15.2,2,1,13
103,108,66.7,26.4,0,2,11
103,102,58.0,14.7,0,2,2
103,129,32.7,15.1,3,2,3
103,112,51.4,6.9,1,1,5
103,127,84.0,11.2,1,1,12
103,114,60.2,27.9,2,2,14
103,110,26.1,21.9,3,2,10
103,111,56.0,28.3,1,1,85
103,126,69.2,14.2,6,3,4
103,107,90.8,2.6,1,1,23
103,122,56.0,1.6,4,2,29
103,100,81.7,20.3,1,1,9
103,120,53.0,13.5,3,2,7
104,128,80.8,13.1,0,1,56
104,104,86.9,10.9,0,1,2
104,100,83.5,9.8,0,1,18
104,126,95.0,12.8,1,2,0
104,116,100.0,11.6,0,1,14
104,127,88.0,9.4,0,1,20
104,111,91.3,11.2,0,1,16
104,114,84.3,23.4,0,1,13
104,108,98.4,10.6,0,1,27
104,110,93.1,12.1,0,1,1
104,124,91.4,16.4,0,1,64
104,113,94.0,4.9,0,1,28
104,125,77.9,12.4,0,1,3
104,122,77.7,7.6,0,1,33
104,107,94.3,10.3,0,1,47
104,129,94.7,8.3,0,1,42
104,109,78.1,6.4,0,1,17
104,123,95.7,9.5,0,2,38
104,112,86.3,1.4,0,1,9
104,119,73.7,11.8,0,1,34
104,102,93.9,16.3,0,1,40
104,117,100.0,7.1,0,1,47
104,103,91.9,14.7,0,1,10
104,101,98.0,3.9,0,1,20
104,121,90.5,13.5,0,1,9
105,112,29.1,12.4,2,1,15
105,125,16.9,12.2,3,2,25
105,115,88.1,19.9,2,1,24
105,101,46.8,13.8,1,1,0
105,105,74.6,14.1,0,1,2
105,111,61.5,12.5,1,1,8
105,113,44.4,18.9,1,2,38
105,128,59.2,4.9,2,2,1
105,122,36.3,18.1,6,3,5
105,121,36.5,22.5,1,1,44
105,126,25.7,14.6,2,2,11
105,114,64.3,22.0,2,2,41
105,116,94.9,19.4,2,2,4
105,123,51.3,20.1,1,1,17
105,107,62.2,23.8,0,1,15
105,103,62.4,8.1,0,2,26
105,118,58.9,1.0,1,2,6
105,102,45.2,16.7,0,1,3
105,109,55.1,10.7,1,1,7
105,124,62.7,12.2,0,1,9
105,120,60.2,20.4,1,1,19
105,127,26.7,17.9,0,1,16
106,103,76.1,40.4,1,1,5
106,100,61.7,2.9,2,2,19
106,101,24.1,15.2,2,3,11
106,128,43.3,8.7,1,1,3
106,114,62.4,10.1,1,1,38
106,105,49.4,7.4,3,2,10
106,117,47.8,16.8,1,1,8
106,125,41.3,10.5,1,1,62
106,121,41.4,12.8,1,1,0
106,116,61.9,23.4,2,1,4
106,120,42.9,15.7,1,2,13
106,104,47.5,10.3,1,2,4
106,112,67.0,9.3,1,2,6
106,129,97.8,14.3,2,2,12
106,124,56.7,9.4,1,2,33
106,119,80.3,19.0,2,1,37
107,114,62.7,39.9,2,1,15
107,119,93.9,5.8,1,2,7
107,127,84.4,21.8,1,2,16
107,117,60.3,17.6,0,1,51
107,107,52.7,32.3,3,2,1
107,126,43.5,21.7,3,3,28
107,102,63.7,23.5,0,2,19
107,116,56.3,14.1,2,3,35
107,118,75.9,3.8,1,1,0
107,120,69.5,13.6,0,1,26
107,100,34.6,21.1,1,1,8
107,110,67.7,23.0,1,1,8
107,108,11.4,24.5,2,2,21
107,124,53.7,7.1,0,2,9
107,121,70.7,11.7,1,1,0
107,112,74.4,26.5,1,1,27
107,115,63.4,12.7,1,1,2
107,122,68.0,35.9,0,1,11
107,129,44.6,15.3,0,1,66
107,106,51.3,14.1,3,2,11
107,105,27.6,24.1,2,2,75
107,113,64.1,11.1,2,1,9
107,103,39.4,17.4,0,1,2
107,104,89.0,17.6,0,2,41
107,111,61.9,11.4,2,2,59
107,128,66.6,30.0,0,1,0
107,101,77.1,5.7,1,2,13
108,124,71.9,31.7,0,1,9
108,112,85.0,34.2,0,1,20
108,113,86.1,30.8,1,2,0
108,108,82.7,33.4,0,1,25
108,109,75.4,39.0,1,1,1
108,105,69.2,33.0,0,2,27
108,104,79.4,54.2,0,1,44
108,100,74.7,36.5,1,2,46
108,127,79.8,43.1,1,2,20
108,119,79.5,29.3,0,2,13
108,125,81.3,50.4,0,2,116
108,116,78.1,42.3,1,2,4
108,101,86.5,20.6,0,3,3
108,126,77.6,34.0,1,2,15
108,121,89.5,47.7,1,2,2
108,122,89.7,38.9,1,2,3
108,118,79.7,38.7,1,2,18
108,106,72.6,24.9,1,2,7
108,128,73.9,39.8,2,3,21
108,129,76.6,35.9,0,2,12
108,103,87.7,44.8,0,2,4
109,129,61.2,11.4,2,1,10
109,121,97.0,6.2,3,2,1
109,114,59.5,10.5,1,2,7
109,103,34.0,7.5,1,1,24
109,105,88.0,3.7,1,1,7
109,115,66.5,8.8,1,1,0
109,126,65.4,5.9,1,1,8
109,116,62.9,12.9,1,1,14
109,101,72.2,5.7,1,2,3
109,110,65.3,9.7,3,2,9
109,104,72.4,13.6,2,1,10
109,102,57.9,5.3,0,1,29
109,112,60.3,4.8,1,1,12
109,111,59.4,9.1,1,1,8
110,104,55.0,9.9,3,3,0
110,108,50.8,12.2,0,2,33
110,127,34.4,15.5,2,3,2
110,120,60.6,31.0,1,1,6
110,106,78.5,9.8,2,2,4
110,125,34.4,12.2,1,2,62
110,103,22.3,14.3,3,2,17
110,122,61.2,20.4,2,1,24
110,116,63.3,43.9,0,1,12
110,121,55.6,41.1,0,1,16
110,102,82.8,28.0,0,1,13
110,105,94.4,24.9,4,2,2
110,114,59.3,17.8,1,1,9
110,119,30.2,1.0,0,2,1
110,129,45.4,35.4,0,1,22
110,111,88.0,8.9,0,1,1
110,124,62.2,14.5,1,1,33
110,115,55.8,14.7,1,1,38
110,109,37.2,25.2,2,2,11
111,111,34.9,28.0,6,3,20
111,121,42.9,47.9,1,2,22
111,100,59.7,27.4,3,3,1
111,103,32.6,31.8,3,2,9
111,113,36.9,16.3,3,1,54
111,125,58.1,22.6,2,2,2
111,122,34.9,38.6,3,3,14
111,127,51.0,23.4,3,2,11
111,124,45.0,22.8,2,2,29
111,106,40.6,34.5,1,1,31
111,117,20.0,25.8,6,4,5
111,119,49.9,22.0,3,3,0
111,101,35.5,28.0,2,2,28
111,128,47.9,29.4,2,1,58
112,121,68.1,17.5,1,1,14
112,122,91.2,20.7,0,1,3
112,100,85.6,34.3,1,2,3
112,101,40.4,18.5,1,2,8
112,117,45.7,32.2,3,3,11
112,108,48.0,18.0,1,1,2
112,125,51.9,16.1,1,1,44
112,113,75.2,1.0,3,3,3
112,118,74.5,10.9,0,1,8
112,102,74.0,12.2,0,2,24
112,112,83.3,16.3,1,1,13
112,116,39.8,28.6,1,1,13
112,111,27.4,29.9,0,2,1
112,110,59.4,6.0,1,1,18
112,119,71.8,26.8,1,1,4
112,105,58.3,15.9,0,1,16
112,106,66.6,3.2,1,2,105
112,107,44.6,23.4,0,1,1
112,124,56.4,16.5,1,2,38
112,103,66.1,2.6,1,2,2
113,126,82.9,48.6,1,2,4
113,111,89.8,29.5,1,2,11
113,122,87.1,36.1,1,2,20
113,113,89.1,41.1,1,2,5
113,106,81.8,37.7,0,1,28
113,123,76.1,35.4,0,1,8
113,100,72.6,40.1,1,1,49
113,103,69.5,26.1,1,2,8
113,121,87.7,31.3,1,2,3
113,129,100.0,19.5,0,1,18
113,112,96.2,46.6,0,1,2
113,105,72.9,48.4,1,2,11
113,124,65.0,35.5,0,1,8
113,104,74.3,37.0,1,2,0
113,128,72.2,41.1,1,2,9
113,107,77.8,51.8,0,2,7
113,108,75.8,37.6,1,1,10
113,115,92.6,25.6,1,2,15
113,110,100.0,32.6,1,2,10
113,114,65.3,27.8,0,2,3
113,116,84.7,53.1,1,2,1
113,120,84.9,30.9,0,1,11
113,117,81.6,15.8,1,2,6
113,127,94.6,36.7,0,1,33
113,125,72.2,42.8,0,2,2
113,118,91.6,44.2,0,1,34
114,104,77.7,7.1,1,1,3
114,112,95.7,6.2,2,2,6
114,105,53.7,8.1,1,1,3
114,100,57.2,8.3,1,1,3
114,106,60.9,8.6,1,1,4
114,122,66.0,7.7,3,2,16
114,123,53.3,5.5,1,2,1
114,103,69.1,7.1,1,1,4
114,127,54.1,12.0,1,1,4
114,102,73.4,7.0,1,1,7
114,107,63.9,7.9,1,1,10
114,121,53.3,9.8,0,1,38
114,124,58.6,7.0,1,1,27
114,117,92.1,3.1,1,1,3
114,125,76.1,8.6,3,2,3
114,109,58.2,7.7,1,1,62
114,128,74.4,7.0,1,1,50
114,110,78.1,4.2,1,1,28
114,113,75.9,9.7,1,1,3
114,129,42.9,12.7,1,1,2
114,108,53.8,8.0,1,1,0
114,118,62.1,11.7,1,1,12
114,115,70.6,9.1,1,1,13
114,101,71.4,4.6,1,1,4
115,122,86.2,35.8,1,2,27
115,124,61.2,23.9,1,2,23
115,102,74.5,17.4,1,2,11
115,100,98.9,41.7,0,1,26
115,104,78.0,42.5,1,2,61
115,128,69.4,34.3,0,2,0
115,118,79.1,23.3,1,2,15
115,112,82.0,44.3,0,2,16
115,108,74.1,32.0,0,1,2
115,105,88.4,49.3,0,3,5
115,117,63.7,40.7,0,1,59
115,103,83.4,21.6,0,1,27
115,109,79.8,27.9,1,1,16
115,125,69.7,19.6,0,1,4
115,114,69.1,36.7,2,2,45
115,126,81.5,36.6,0,1,6
115,127,80.9,47.5,0,1,2
115,110,88.2,39.9,0,2,2
115,115,89.6,29.1,1,3,6
115,123,83.4,28.5,1,2,5
115,116,93.5,43.5,0,1,45
115,113,76.7,32.0,0,2,1
115,129,82.2,17.1,0,1,23
116,104,95.4,40.7,0,1,6
116,103,88.1,38.7,0,1,15
116,111,83.3,40.2,1,3,7
116,101,90.3,55.2,1,2,20
116,108,99.5,28.3,1,2,10
116,121,78.3,30.1,1,2,39
116,110,93.2,44.8,1,3,52
116,106,86.3,29.8,1,2,21
116,100,81.1,31.0,1,2,36
116,105,72.4,32.0,0,1,25
116,109,78.2,40.3,0,2,8
116,113,88.5,26.9,1,2,7
116,126,83.2,34.8,1,2,34
116,107,61.8,39.7,1,2,0
116,124,76.9,44.2,1,2,0
116,117,95.2,28.6,0,2,2
116,114,74.8,30.8,1,2,3
116,118,59.8,39.1,1,1,7
116,125,78.5,46.7,1,2,5
116,123,58.7,34.3,1,3,7
116,127,83.0,43.7,2,2,5
116,112,89.0,41.9,0,1,7
116,129,69.3,44.2,1,2,35
116,116,85.9,37.6,1,2,27
116,115,74.7,32.8,2,2,5
117,122,83.6,13.4,0,1,1
117,126,99.0,7.6,0,1,3
117,103,83.3,16.5,0,1,26
117,109,88.3,8.9,0,2,29
117,129,84.8,13.8,1,2,23
117,118,96.8,14.2,0,2,10
117,107,95.5,15.8,1,2,9
117,104,68.3,5.6,0,1,54
117,116,77.5,10.0,0,1,16
117,119,91.6,12.8,1,2,17
117,125,74.4,11.1,0,1,14
117,114,97.1,12.1,0,1,10
117,112,93.3,16.2,0,1,23
117,124,89.5,11.3,0,1,12
117,123,86.6,16.5,0,1,23
117,113,86.5,9.9,0,2,10
117,100,79.7,4.5,0,1,0
117,120,96.9,19.4,0,1,18
117,106,84.9,4.3,0,2,6
117,110,92.3,8.1,1,1,53
117,111,83.9,9.2,0,1,10
117,117,93.9,5.2,0,1,23
117,115,90.0,16.8,0,2,6
118,124,93.4,8.6,0,1,0
118,101,86.1,11.9,1,1,8
118,116,96.6,12.1,0,1,11
118,111,98.0,12.3,0,1,32
118,126,96.5,19.0,0,1,2
118,122,87.0,19.4,0,1,21
118,108,80.6,13.5,0,1,57
118,107,87.2,17.5,1,2,5
118,120,92.3,10.2,0,1,10
118,102,92.9,13.0,0,1,3
118,103,94.2,14.2,0,1,2
118,127,87.1,16.0,1,1,58
118,121,83.0,21.3,0,1,0
118,119,100.0,13.0,0,1,35
118,118,85.6,10.7,0,1,18
118,125,80.0,5.4,0,1,16
118,100,92.4,18.3,1,2,20
118,115,73.9,3.2,0,1,7
118,117,93.6,10.9,0,1,21
118,112,94.7,10.1,0,1,21
118,113,96.9,8.3,0,1,48
118,104,81.1,17.4,0,2,11
118,105,68.9,16.3,0,1,9
118,128,87.5,8.8,1,1,7
118,129,100.0,10.5,0,2,40
118,106,83.7,18.2,0,1,41
118,110,79.9,15.7,0,2,24
118,123,93.7,7.5,0,1,84
119,116,37.4,24.4,3,3,6
119,121,42.7,23.1,4,3,9
119,108,59.0,39.2,4,3,48
119,118,44.5,36.8,0,3,9
119,117,53.2,25.6,5,3,36
119,106,57.3,17.9,3,2,5
119,104,45.6,38.5,5,3,18
119,114,26.0,29.3,2,2,24
119,128,59.5,43.2,3,2,7
119,126,42.7,48.7,2,2,28
119,122,60.8,34.4,2,2,37
119,103,46.3,39.3,3,2,28
119,127,27.8,32.0,5,3,6
119,125,40.5,40.4,6,3,45
119,112,40.5,31.1,2,3,30
119,124,26.4,27.1,1,2,8
119,120,36.4,29.2,4,2,2
120,103,98.2,13.0,1,1,1
120,122,86.1,7.9,0,1,28
120,107,98.3,10.5,0,1,2
120,101,89.9,13.1,0,1,91
120,125,96.6,20.9,0,1,99
120,102,82.7,15.1,0,1,34
120,114,88.2,8.1,0,1,22
120,100,84.2,12.0,0,1,52
120,106,87.3,16.0,1,1,11
120,105,79.0,12.7,0,2,14
120,119,79.7,14.2,0,1,2
120,118,86.2,9.2,0,1,1
120,124,81.5,9.9,0,1,9
120,115,72.1,13.5,0,1,33
120,110,88.1,13.9,0,1,7
120,126,87.1,15.0,0,1,47
120,111,80.8,12.1,1,2,1
120,120,74.4,2.9,1,2,9
120,128,90.8,8.2,0,1,6
120,121,71.2,5.6,0,2,39
120,117,95.7,12.1,0,1,17
120,109,97.6,19.5,0,2,34
